id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
44950035,Sunny Fully Furnished Nob Hill/SF Edwardian Charm,12971543,Mark,,Nob Hill,37.79103,-122.41437,Entire home/apt,125,30,6,10/1/2021,0.52,1,0,6,
44959827,Top Floor Mission District Studio/Open/Spacious!,4430421,Landmark,,Mission,37.764,-122.41672,Entire home/apt,90,30,1,8/15/2021,0.37,144,113,1,
44960605,Cozy/Quaint Studio Next to Hilton Union Square,4430421,Landmark,,Downtown/Civic Center,37.7847,-122.40989,Entire home/apt,78,30,0,,,144,176,0,
44962398,Downtown SF Studio Close to Union Square,4430421,Landmark,,Downtown/Civic Center,37.78552,-122.41209,Entire home/apt,81,30,0,,,144,139,0,
44964546,Quaint Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78577,-122.41028,Entire home/apt,79,30,0,,,144,165,0,
44982044,House with deck and views.,374909,Eric,,Castro/Upper Market,37.76037,-122.44556,Entire home/apt,200,30,0,,,13,246,0,
44997196,"Victorian house /w private garden, office and view",3188144,Nikita,,Outer Mission,37.7327,-122.43843,Entire home/apt,145,30,0,,,1,0,0,
44997305,Best Location-Spacious Victorian 5 Bedroom Flat,12282641,Lawrence,,Western Addition,37.77165,-122.43089,Entire home/apt,210,30,2,10/23/2021,0.36,3,44,2,
44997657,Modern Flat with Kitchen in North Beach,16250434,Benjamin,,Russian Hill,37.80125,-122.41439,Entire home/apt,220,2,28,10/24/2021,8.94,2,323,27,pending
44999980,Cozy Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78578,-122.41004,Entire home/apt,78,30,0,,,144,118,0,
45000084,Victorian Townhouse in Mission/Noe Valley,187575944,Mark,,Mission,37.75334,-122.42438,Entire home/apt,185,30,3,10/31/2021,0.3,1,260,3,
45000250,Stunning Russian Hill Penthouse,16250434,Benjamin,,Russian Hill,37.79923,-122.41462,Entire home/apt,1000,1,7,11/1/2021,0.93,2,323,7,pending
45000465,Top Floor Spacious Mission Studio,4430421,Landmark,,Mission,37.76609,-122.41722,Entire home/apt,90,30,1,9/26/2021,0.79,144,113,1,
45001059,Top Floor Studio in Historic Building,4430421,Landmark,,Mission,37.75414,-122.42435,Entire home/apt,98,30,2,9/10/2021,0.52,144,98,2,
45017481,Convenient Mission District Studio,4430421,Landmark,,Mission,37.766,-122.41702,Entire home/apt,87,30,0,,,144,113,0,
45029834,Remodeled Downtown/Civic Center Studio - Light!,4430421,Landmark,,Downtown/Civic Center,37.78426,-122.41664,Entire home/apt,85,30,0,,,144,176,0,
45058772,"Design, comfort and luxury in sunny Potrero Hill",6294631,Bethanie,,Potrero Hill,37.75849,-122.40232,Entire home/apt,300,30,0,,,1,42,0,
45067263,Chateau Noe,61612496,Darcy,,Noe Valley,37.75089,-122.44064,Entire home/apt,292,2,21,11/1/2021,1.69,1,0,17,License not needed per OSTR
45078628,5b UCSF/GG PARK 2bd/2ba entire apt newly renovated,62034618,Ting Ting,,Outer Sunset,37.76499,-122.47742,Entire home/apt,100,30,1,10/6/2021,1,21,90,1,
45080917,"Lovely Spacious Apartment, Private Yard, Parking!",56931251,Esther,,Outer Sunset,37.75296,-122.48119,Entire home/apt,139,7,22,10/27/2021,11.19,1,325,21,pending
45092468,Elegant private Studio & next to GGP & Beach,78910325,Li,,Outer Richmond,37.77711,-122.50049,Private room,58,30,4,5/1/2021,0.99,5,184,4,
45092739,Entire 2br upper luxury Artists Floor by Beach/GGP,78910325,Li,,Outer Richmond,37.77879,-122.50102,Entire home/apt,125,30,3,4/3/2021,0.6,5,349,3,
45095184,Charming one bedroom with garden and deck,694377,Beatrice,,Nob Hill,37.79315,-122.41382,Entire home/apt,110,30,2,11/22/2020,0.71,12,246,2,
45097972,3 Bedrooms &2 Full baths Private Flat on 2nd Floor,159753287,Shaun,,Outer Sunset,37.74989,-122.48985,Entire home/apt,395,2,10,11/1/2021,0.88,3,234,10,pending
45104114,Cozy/Quaint Downtown/Civic Center Studio,4430421,Landmark,,Downtown/Civic Center,37.78396,-122.41586,Entire home/apt,82,30,0,,,144,176,0,
45104646,Top Floor Downtown 2x1,4430421,Landmark,,Downtown/Civic Center,37.78476,-122.41657,Entire home/apt,130,30,0,,,144,154,0,
45105995,"Cozy, Serene Potrero Hill Cottage",156917089,Barb,,Potrero Hill,37.75743,-122.39639,Entire home/apt,88,30,1,8/15/2021,0.37,2,63,1,
45115201,Duboce Studio,1892430,Jan,,Western Addition,37.76961,-122.43565,Entire home/apt,85,30,1,7/31/2021,0.32,29,325,1,
45115755,Remodeled 1x1 in Quiet Corner of Downtown Building,4430421,Landmark,,Downtown/Civic Center,37.78608,-122.41464,Entire home/apt,103,30,0,,,144,176,0,
45121289,Remodeled Downtown 2x1 Apartment,4430421,Landmark,,Downtown/Civic Center,37.78589,-122.41637,Entire home/apt,130,30,0,,,144,149,0,
45123088,Bright & Cozy Top Floor SF Studio,4430421,Landmark,,Downtown/Civic Center,37.78382,-122.41044,Entire home/apt,79,30,1,10/23/2020,0.08,144,169,0,
45123692,Bright Downtown SF 5th Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78436,-122.41002,Entire home/apt,78,30,2,11/1/2021,0.16,144,0,1,
45125280,Convenient Downtown Top Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78392,-122.41009,Entire home/apt,79,30,0,,,144,143,0,
45128419,Sunny SF SOMA Studio,7919776,Sergio,,South of Market,37.78155,-122.39772,Entire home/apt,83,30,6,9/29/2021,0.47,1,140,5,
45132373,"Sleek SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77643,-122.41753,Entire home/apt,272,30,0,,,154,300,0,
45132385,"Airy SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,Downtown/Civic Center,37.77724,-122.41793,Entire home/apt,349,30,0,,,154,365,0,
45143062,Quiet private 1 bedroom home,9080666,Sandy,,Ocean View,37.71975,-122.45119,Entire home/apt,74,60,1,3/27/2021,0.14,12,324,1,
45146544,"Mod SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.7752,-122.41648,Entire home/apt,218,30,0,,,154,285,0,
45146560,"Rad SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77513,-122.41659,Entire home/apt,317,30,0,,,154,211,0,
45146602,"Rad SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.77632,-122.41615,Entire home/apt,203,30,0,,,154,320,0,
45152974,Monthly 2 bedroom and 1 bathroom in city center,364353582,Chun,,Mission,37.7623,-122.41747,Entire home/apt,200,30,0,,,2,88,0,
45179395,1 BR Suite + Rooftop + Gym l Dogpatch,248285981,The Landing,,Potrero Hill,37.75714,-122.39361,Entire home/apt,195,30,1,3/26/2021,0.14,10,342,1,
45190219,Bungalow on the Beach,156504244,Richard,,Outer Richmond,37.77274,-122.50973,Entire home/apt,140,30,0,,,1,365,0,
45190995,Sunny furnished 1BR in Russian Hill,9576522,Siya,,Russian Hill,37.80097,-122.4228,Entire home/apt,100,30,1,10/31/2020,0.08,1,0,0,
45191478,Beautiful 2 bedroom in Perfect Central Location,362181047,Rana,,Western Addition,37.78301,-122.43722,Entire home/apt,135,30,2,8/6/2021,0.19,1,187,2,
45202539,Stylish suite in remodeled home w private entrance,70423889,Giulio,,Bernal Heights,37.74601,-122.40734,Entire home/apt,175,1,52,11/1/2021,4.5,1,0,47,STR-0004476
45204880,"Classic SF! Private, quiet, large 3 bedroom flat",4956961,Patrick,,Inner Richmond,37.77686,-122.46487,Entire home/apt,299,2,2,2/22/2021,0.21,1,61,2,pending
45216894,"Smart SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,Downtown/Civic Center,37.77699,-122.41765,Entire home/apt,412,30,0,,,154,318,0,
45220039,Duplex in the city a block from the rose garden.,97174956,Fariborz,,Inner Richmond,37.77398,-122.47226,Entire home/apt,87,30,1,7/30/2021,0.31,1,55,1,
45220195,Spacious & Bright 2B1B - Open City View,34079197,Anita,,Ocean View,37.7206,-122.46369,Entire home/apt,165,30,7,10/27/2021,0.74,1,107,6,
45220880,Large apartment with views of the Bay & Alcatraz,3083657,Paul,,Russian Hill,37.80388,-122.42134,Private room,85,30,0,,,1,180,0,
45223836,Come for the o-o-o-ohs. Stay for the  a-a-a-ahs.,287717511,Kim,,Noe Valley,37.74338,-122.43423,Private room,121,4,38,10/17/2021,34.55,2,14,37,STR-0004548
45224017,Spacious Room in the heart of North Beach,19584367,Elisa,,Russian Hill,37.80307,-122.41454,Private room,40,30,4,4/18/2021,0.38,4,320,3,
45226466,South Beach Studio with Beautiful Bay Bridge View,147829281,Sheng,,South of Market,37.78659,-122.3899,Entire home/apt,110,30,0,,,1,0,0,
45227469,"Hip SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77695,-122.41664,Entire home/apt,287,30,0,,,154,206,0,
45227471,"Lux SoMa Studio w/ Gym, Pool, W/D, walk to Muni & Shops, by Blueground",107434423,Blueground,,South of Market,37.7751,-122.41784,Entire home/apt,206,30,0,,,154,314,0,
45236883,Family Friendly Oasis in Glen Park,2028540,Miranda,,Diamond Heights,37.73591,-122.44311,Entire home/apt,350,30,0,,,1,90,0,
45238481,Garden Apt in Ideal Mission District,2567585,Lauren & Ron,,Mission,37.76203,-122.42457,Entire home/apt,120,2,11,9/23/2021,4.85,1,0,11,STR-0002750
45241087,Junior 1 Bedroom on West slope of Bernal,82839,Erin,,Bernal Heights,37.74254,-122.42031,Entire home/apt,91,30,1,11/22/2020,0.09,1,111,1,
45241648,Beautiful one bedroom apartment in Pacific Heights,65489418,Mitzy,,Western Addition,37.78537,-122.43662,Entire home/apt,100,30,8,10/2/2021,0.61,1,49,7,
45250040,"Crisp SoMa 2BR w/ Gym, Pool, W/D, walk to Muni & Groceries by Blueground",107434423,Blueground,,South of Market,37.77708,-122.41674,Entire home/apt,381,30,0,,,154,349,0,
45270287,Private Suite Near Downtown SF &  Public Transit!,357241919,Ben,,Outer Mission,37.71124,-122.45232,Entire home/apt,141,2,36,10/11/2021,36,1,33,36,45270287
45284420,Noe Valley 3 bedroom with Beautiful Backyard,330231,Richard,,Bernal Heights,37.74245,-122.42383,Entire home/apt,147,30,3,7/6/2021,0.22,10,360,2,
45299734,Modern home w/ Garage newly renovated spacious 2BR,19144764,Yvonne,,Outer Mission,37.72923,-122.43223,Entire home/apt,248,2,31,9/20/2021,3.91,1,51,31,pending
45317396,*Stylish Golden Gate Retreat In the ❤ of the City*,203835246,Alain,,Inner Richmond,37.78426,-122.46682,Entire home/apt,90,30,0,,,3,66,0,
45324042,"Smart Telegraph Hill 1BR w/ Gym, Sauna, walk to Muni, by Blueground",107434423,Blueground,,North Beach,37.80524,-122.40581,Entire home/apt,227,30,0,,,154,200,0,
45324780,"Ideal SoMa 1BR w/ Gym, Pool, W/D, walk to Muni & Groceries, by Blueground",107434423,Blueground,,South of Market,37.77674,-122.41703,Entire home/apt,303,30,0,,,154,138,0,
45343199,Charming 1BR in the Heart of Business/Shopping,6774779,Satoko,,Chinatown,37.79191,-122.40863,Entire home/apt,199,30,0,,,1,0,0,
45345529,Sunny Condo w Backyard in the Hip 20th St Corridor,499584,Shruti,,Mission,37.75862,-122.4104,Entire home/apt,100,30,6,9/4/2021,0.83,1,0,6,
45346229,Sunny Nob Hill 2 bedroom apartment.  Free Parking!,205380212,Joerg,,Nob Hill,37.79514,-122.42019,Entire home/apt,200,30,5,7/25/2021,0.61,1,224,5,
45346966,Graceful & Tranquil Noe Valley Home w/ Great Views,365964471,Christian,,Noe Valley,37.751,-122.44183,Entire home/apt,139,30,2,12/10/2020,0.16,1,30,1,
45349587,3a UCSF/Golden G. park new beautiful quiet 3bd/2ba,62034618,Ting Ting,,Outer Sunset,37.76446,-122.47965,Entire home/apt,110,30,0,,,21,364,0,
45355127,Bright Centrally Apt located near everything,109550778,Greg,,Nob Hill,37.79611,-122.41364,Entire home/apt,88,30,5,9/27/2021,0.67,2,74,5,
45369406,Retreat Inspired Penthouse,36568610,Jules,,Potrero Hill,37.75878,-122.39418,Entire home/apt,200,365,3,4/11/2021,0.32,1,336,3,
45369529,"Amazing view , Financial district, full kitchen",100428075,Sam,,Financial District,37.79771,-122.39861,Entire home/apt,150,31,1,6/16/2021,0.21,3,364,1,
45369733,Studio Suite in Heart of San Francisco,87164837,Drew,,Downtown/Civic Center,37.78698,-122.40961,Entire home/apt,140,2,3,11/13/2020,0.23,1,0,1,Timeshare
45377409,Immaculately clean and well designed.,365825241,Arben,,Haight Ashbury,37.77358,-122.43787,Entire home/apt,175,30,1,5/6/2021,0.17,1,134,1,
45380601,Unbelievable San Francisco location and views,123436073,Alex,,Marina,37.80233,-122.44527,Entire home/apt,120,30,0,,,1,0,0,
45397841,Modern Victorian Home in the Haight,355769939,Munique,,Haight Ashbury,37.76753,-122.44765,Entire home/apt,250,30,35,10/4/2021,3.07,1,365,31,pending
45400716,Long Term Central City Condo + Parking + Roof Deck,14869382,Kevin,,South of Market,37.77703,-122.40851,Entire home/apt,206,30,2,6/5/2021,0.2,1,133,2,
45413092,3 Br 5600now$3600nt Great location all new,3509116,Monty,,Inner Richmond,37.78051,-122.4513,Entire home/apt,120,30,3,9/29/2021,0.58,3,266,3,
45421974,New Condo in SF City Center with Private Deck,36999583,Hao,,Downtown/Civic Center,37.78781,-122.42079,Entire home/apt,180,30,3,8/5/2021,1.53,1,242,3,
45423640,Ocean Beach Surf Serenity Retreat,56125065,Peg,,Outer Richmond,37.77956,-122.49946,Entire home/apt,105,1,110,11/1/2021,8.85,1,0,94,STR-0004997
45441549,"Gorgeous, light-filled NOPA loft with parking",4413463,Carolyn,,Haight Ashbury,37.77299,-122.44978,Entire home/apt,225,30,5,3/21/2021,1.88,1,30,5,
45466080,Entire Large One Bedroom Apt In the Heart of SF,52112382,Aaron,,Western Addition,37.77466,-122.43247,Entire home/apt,105,30,1,1/27/2021,0.11,1,62,1,
45466864,Lake District Condo w/Shared Parking & Backyard,107284614,Liz,,Inner Richmond,37.78586,-122.46663,Entire home/apt,400,30,0,,,1,154,0,
45467451,Downtown SF | Stunning 5b2b,305752865,Keren,,South of Market,37.77237,-122.41193,Entire home/apt,229,30,0,,,2,87,0,
45469961,San Francisco at Marina Neighborhood with Parking,56874549,Fatima,,Marina,37.80021,-122.42921,Entire home/apt,123,30,4,9/11/2021,4,2,60,4,
45492143,Luxury One Bedroom in Central San Francisco,22541573,Ken,,South of Market,37.78634,-122.39314,Entire home/apt,215,30,0,,,15,303,0,
45492164,One Bedroom in Heart of San Francisco,22541573,Ken,,South of Market,37.78636,-122.39291,Entire home/apt,210,30,1,2/13/2021,0.11,15,319,1,
45492173,San Francisco One Bedroom near Muni/BART,22541573,Ken,,South of Market,37.78652,-122.39383,Entire home/apt,200,30,0,,,15,310,0,
45492193,San Francisco One Bedroom with City Views,22541573,Ken,,South of Market,37.78618,-122.39188,Entire home/apt,210,30,3,3/9/2021,0.49,15,331,3,
45492201,"Modern One Bedroom in Rincon Hill, San Francisco",22541573,Ken,,South of Market,37.78619,-122.39182,Entire home/apt,220,30,1,2/28/2021,0.12,15,359,1,
45492339,San Francisco One Bedroom near South of Market (SoMa) Neighborhood,22541573,Ken,,South of Market,37.78605,-122.39189,Entire home/apt,215,30,0,,,15,338,0,
45492357,San Francisco One Bedroom near South of Market (SoMa) Neighborhood,22541573,Ken,,South of Market,37.78833,-122.39243,Entire home/apt,205,30,0,,,15,324,0,
45492947,"Luxury condo, beautifully modeled, parking, W/D",110543095,Juliana,,North Beach,37.80545,-122.40483,Entire home/apt,300,300,0,,,1,0,0,
45498256,Modern and posh condo,11937752,Shruti,,Financial District,37.78993,-122.39139,Entire home/apt,250,60,0,,,1,180,0,
45505602,Elegant Cow Hollow/Pacific Heights Work/Live Flat,367257112,Andrea,,Pacific Heights,37.79586,-122.42969,Entire home/apt,298,30,0,,,1,365,0,
45505675,"Quiet, Large 2 BD Flat.  #1 Location. Prime Marina",188218045,Jane,,Marina,37.79971,-122.43895,Private room,229,30,0,,,1,365,0,
45520374,"Private, bright and cute Guest House with loft",291050,Ka,,Bayview,37.71896,-122.39744,Entire home/apt,85,30,4,8/29/2021,0.36,2,230,4,
45531765,Duboce Studio,173416916,Van,,Castro/Upper Market,37.76795,-122.43761,Entire home/apt,95,30,0,,,24,339,0,
45532158,Private 2 Bedroom Suite,14910184,Sally,,Visitacion Valley,37.71842,-122.4049,Entire home/apt,150,5,4,9/30/2021,1.01,1,269,4,pending
45540293,Sunny view 2 bedrooms new kitchen and bathroom,694377,Beatrice,,Russian Hill,37.79806,-122.41208,Entire home/apt,130,30,2,10/24/2020,1.76,12,365,1,
45542268,3 blocks to Golden Gate Park from Lovely 3BR Home,285079318,Winnie,,Inner Sunset,37.76003,-122.47604,Entire home/apt,222,2,65,10/20/2021,65,1,50,60,STR-0004409
45549943,Hidden Bookshelf Room by Golden Gate Park,79715071,Yusuke,,Outer Richmond,37.77828,-122.4864,Private room,32,30,2,9/27/2021,0.17,11,3,2,
45561293,"Mansion for Entrepreneurs, Founders & VCs",12176788,Jean-Loïck,,North Beach,37.80363,-122.40859,Private room,90,30,0,,,24,335,0,
45578681,Private Stylish Apartment in Cole Valley,22039648,Maxime,,Inner Sunset,37.76546,-122.45824,Entire home/apt,133,30,4,9/4/2021,0.39,1,323,4,
45595687,Comfortable Quiet Close to San Fran's Best Spots,103884979,Rams,,South of Market,37.77538,-122.41625,Private room,69,1,29,10/18/2021,15,10,168,28,490135
45599417,First Floor Flat with Views/Cow Hollow,54861778,Karen,,Pacific Heights,37.79622,-122.43345,Entire home/apt,220,30,1,3/14/2021,0.13,1,95,1,
45608852,Top Floor Sunny Flat in Pac Heights SF :),75236060,Mass,,Western Addition,37.78947,-122.42646,Private room,95,30,0,,,2,0,0,
45609029,9-Bedroom Amazing Home Perfect for Remote Workers,159355723,Outsite,,Pacific Heights,37.78901,-122.43836,Entire home/apt,537,30,2,8/28/2021,0.27,1,215,2,
45609151,Cozy Pac Heights Apartment near Lafayette Park!,75236060,Mass,,Pacific Heights,37.79063,-122.42807,Private room,90,30,0,,,2,0,0,
45624070,Gorgeous period Victorian room in Noe Valley,21196676,Craig,,Noe Valley,37.74829,-122.42636,Private room,75,1,52,10/25/2021,4.62,3,148,50,STR-0003573
45628522,Wyndham Canterbury at San Francisco - 2 Bedroom,194953121,,,Downtown/Civic Center,37.78932,-122.41384,Entire home/apt,557,2,0,,,12,0,0,Licensed Hotel/B&B
45635976,Charming Victorian in Ashbury Heights,625762,Ryan And Lindsea,,Haight Ashbury,37.76716,-122.44684,Entire home/apt,160,30,2,8/28/2021,0.42,2,316,2,
45637368,San Francisco Romantic Carriagehouse,7354696,Allen Palomino &,,Western Addition,37.77178,-122.43491,Entire home/apt,173,30,0,,,2,266,0,
45641505,"Beautiful, remodeled Beach condo next to GG park",18173199,Alex,,Outer Sunset,37.76063,-122.50772,Entire home/apt,272,31,10,11/1/2021,5.36,1,359,10,pending
45654835,Private room & bath w/ nearby convenience,183828403,Jonathan,,Excelsior,37.72856,-122.41077,Private room,95,30,3,7/26/2021,0.29,3,154,3,
45655750,Private Studio in Perfect Location,4026717,John,,Castro/Upper Market,37.76185,-122.42912,Entire home/apt,151,30,2,8/11/2021,0.32,1,265,2,
45657042,"Peaceful Private Room B, 3 Min Walk To Ocean Beach",369884091,Frank,,Outer Sunset,37.7512,-122.50424,Private room,75,2,30,10/24/2021,30,3,332,29,STR-0004549
45658379,"Peaceful Private Room A, 3 Min Walk To Ocean Beach",369884091,Frank,,Outer Sunset,37.74917,-122.50508,Private room,75,2,43,11/1/2021,5.18,3,0,39,STR-0004549
45659514,28th ave room 4,45553959,Doug,,Outer Richmond,37.78264,-122.48943,Private room,49,30,3,5/29/2021,1.22,4,245,3,
45669885,Russian Hill Luxury Penthouse ORGANIC SANITATION,369987150,Andreas,,Russian Hill,37.80003,-122.41172,Entire home/apt,550,30,1,9/30/2021,0.88,1,301,1,
45670367,Large apartment on top of the nobhill,694377,Beatrice,,Nob Hill,37.79331,-122.41375,Entire home/apt,130,30,2,8/15/2021,0.5,12,275,2,
45674272,Perfection on Pacific,60529,Nicole,,Pacific Heights,37.79491,-122.43057,Entire home/apt,333,30,0,,,1,0,0,
45675987,Sunny Modern Designer Condo in a Walkers Paradise,345991025,Danielle,,Western Addition,37.77723,-122.4243,Entire home/apt,330,30,4,10/4/2021,0.78,1,357,4,
45688684,"Private Entrance like a House, PoolTable, Fireplac",5735614,Carolyne,,Inner Sunset,37.76019,-122.46799,Entire home/apt,139,30,0,,,8,31,0,
45703397,Cozy apartment in Downtown San Francisco,5064103,Reni,,Nob Hill,37.79177,-122.41212,Entire home/apt,101,30,4,10/19/2021,0.43,1,0,4,
45713504,Sea Theme Private Suite near ocean beach,189949162,Joey,,Outer Sunset,37.74888,-122.50472,Private room,91,1,58,10/25/2021,42.44,6,134,58,STR-0003423
45735314,"Brand new, spacious 3BR/2BA condo. Great location!",368464065,Grace,,Outer Richmond,37.78349,-122.48382,Entire home/apt,180,30,3,9/30/2021,0.36,1,243,3,
45736356,Buena Vista Park 2 bedroom,303118342,Jesse,,Haight Ashbury,37.76965,-122.43752,Entire home/apt,165,30,0,,,14,190,0,
45739694,Sunny and Bright San Francisco studio with patio!,370792476,Andrew,,South of Market,37.78818,-122.38947,Entire home/apt,109,30,5,8/7/2021,0.43,1,247,5,
45740305,"Luxe 2021 Refuge: 2 floors, 2 offices, 2 bathrooms",9018490,Mara,,Haight Ashbury,37.76871,-122.44846,Entire home/apt,359,3,4,8/6/2021,0.36,1,0,4,STR-0004936
45743806,Buena Vista Lower Victorian Flat,6763925,Araceli,,Haight Ashbury,37.76808,-122.44282,Entire home/apt,155,30,0,,,14,268,0,
45745045,*Drum Set Room*,370838667,Guillermo,,Mission,37.75232,-122.4083,Private room,56,1,88,10/15/2021,7.44,4,309,84,pending
45745602,*Ukulele Room*,370838667,Guillermo,,Mission,37.75301,-122.40803,Private room,44,1,54,10/11/2021,16.88,4,309,47,pending
45745676,Bass Room,370838667,Guillermo,,Mission,37.75148,-122.40832,Private room,49,1,63,10/14/2021,12.35,4,281,59,pending
45745768,Guitar Room,370838667,Guillermo,,Mission,37.75253,-122.40858,Private room,56,1,47,10/18/2021,11.28,4,335,47,pending
45752245,hidden Studio in Ashbury Heights,6763925,Araceli,,Haight Ashbury,37.76613,-122.44475,Entire home/apt,90,30,0,,,14,307,0,
45752405,"Sleek, Modern Luxury in the Mission",6241556,Emily,,Mission,37.7564,-122.40856,Entire home/apt,425,3,18,11/1/2021,2.18,2,64,18,pending
45766831,Downtown SF - Spacious Private Room in 5B2B,305752865,Keren,,South of Market,37.7713,-122.41082,Private room,37,30,1,1/6/2021,0.1,2,172,1,
45768589,Orange Dog Studio,173416916,Van,,Haight Ashbury,37.76417,-122.45242,Entire home/apt,81,30,0,,,24,336,0,
45770014,Hidden Garden Studio in Haight Ashbury,6763925,Araceli,,Haight Ashbury,37.76771,-122.44547,Entire home/apt,111,30,0,,,14,302,0,
45785294,Sunny Large Unit in the Mission 4 Bedrooms/3Baths,7197110,Cedric,,Mission,37.75735,-122.40628,Entire home/apt,207,30,2,8/31/2021,0.18,2,274,2,
45785640,Spacious Perch atop Noe Valley,1778437,Nathan,,Noe Valley,37.75219,-122.43363,Entire home/apt,173,30,7,10/2/2021,0.69,1,128,7,City registration pending
45787580,"Penthouse Loft w/stunning city view, private patio",371201572,Jeff,,South of Market,37.77521,-122.41068,Entire home/apt,325,30,0,,,1,306,0,
45798438,Ocean Views Private Master Bed w/Remod Bath & Deck,371281355,Pedro,,Ocean View,37.71731,-122.46566,Private room,75,30,42,7/31/2021,3.38,2,80,37,City registration pending
45805136,Modern Private Bedroom & Bath - Separate entrance,1535113,Joshin,,Crocker Amazon,37.71137,-122.43826,Private room,76,2,57,10/31/2021,23.42,1,43,56,str-0004076
45806097,beautiful Mission Loft w/ view and private roof,358097,Andrew,,Mission,37.76225,-122.4143,Entire home/apt,190,30,0,,,1,0,0,
45806109,Kozy Room,333868498,Ayfer,,Nob Hill,37.78913,-122.41927,Private room,55,30,0,,,2,85,0,
45812153,Bright Cozy Room Nice View / King Bed / WFH ready,2956152,Caleb,,Parkside,37.7435,-122.48239,Private room,59,30,2,8/15/2021,0.17,1,325,2,
45813759,Luxurious garden oasis in the heart of SF,20766247,Jim,,Noe Valley,37.7476,-122.43197,Entire home/apt,300,3,40,10/17/2021,5.66,1,38,40,STR-0004483
45814991,Cozy Garden Apartment in Sunny Mission District,3240477,Rick,,Mission,37.75432,-122.4085,Entire home/apt,105,30,11,10/17/2021,0.85,2,299,8,STR-0003118
45818566,Private room in modern Bernal-Mission condo!,912958,Kush,,Bernal Heights,37.74436,-122.41927,Private room,75,30,0,,,1,87,0,
45829230,Tommy Tee's City Loft,21554316,Tommy,,Western Addition,37.78908,-122.42439,Entire home/apt,150,30,1,7/15/2021,0.27,1,168,1,
45829352,Mission Designer Oasis,218631586,Juan,,Mission,37.75874,-122.42092,Private room,150,30,4,4/16/2021,0.61,1,179,4,City registration pending
45831278,Stay in 2 level luxury condo with bridge views,28065033,Jessica,,Russian Hill,37.80033,-122.42339,Private room,150,30,0,,,1,173,0,
45843506,Alpine Terrace,6763925,Araceli,,Castro/Upper Market,37.76881,-122.43637,Entire home/apt,145,30,1,3/18/2021,0.13,14,190,1,
45843730,The House Protects The Dreamer - 2BR/1BA Victorian,172378324,Mary,,Bernal Heights,37.74754,-122.41128,Entire home/apt,271,2,54,10/23/2021,5.02,1,59,54,STR-0004661
45843816,Charming Mission Apartment,21795537,Liat,,Mission,37.7585,-122.40815,Entire home/apt,337,2,39,10/23/2021,10.73,1,130,39,STR-0004911
45846730,1-bed apt in modern building near Hayes Valley,27719339,Angela,,Downtown/Civic Center,37.77888,-122.41944,Entire home/apt,125,30,0,,,1,0,0,
45863555,"Brick loft in the Sunny Mission District, 2 baths",218298020,Spike And Rodney,,Mission,37.7599,-122.40919,Entire home/apt,159,30,0,,,1,154,0,
45867165,"Room in charming, unique Noe Valley flat",371852263,Graham,,Noe Valley,37.75311,-122.43294,Private room,70,30,0,,,1,89,0,
45878013,Ocean View Terrace,6763925,Araceli,,North Beach,37.80475,-122.4056,Entire home/apt,335,30,0,,,14,158,0,
45884692,Furnished 1 BR pvt apt in Downtown San Francisco,66802755,Keshav,,South of Market,37.77279,-122.4086,Entire home/apt,80,30,0,,,1,120,0,
45889585,Bernal Hill View,5928633,Derek,,Bernal Heights,37.7438,-122.41982,Entire home/apt,150,30,0,,,2,75,0,
45895025,Beautiful home in Noe Valley with outdoor space!,713834,Rachel,,Noe Valley,37.75319,-122.43392,Entire home/apt,250,30,0,,,2,0,0,
45895187,Gorgeous condo in the center of downtown SF,89220305,Ken,,Financial District,37.78679,-122.39959,Entire home/apt,100,30,0,,,1,0,0,
45897643,Fully furnished condo with home office setup,18955613,Poppy,,Western Addition,37.78815,-122.43009,Private room,100,30,1,4/11/2021,0.15,1,132,1,
45926438,Renovated Edwardian Home Near Dolores Park,26974296,Marcello,,Noe Valley,37.75565,-122.427,Entire home/apt,179,30,4,12/2/2020,0.4,1,120,4,
45941658,Modern Studio in heart of SoMa,99686073,Albie,,South of Market,37.7735,-122.40873,Entire home/apt,90,31,0,,,1,0,0,
