id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_days_active,time_since_first_review,time_since_last_review
70139,2011-01-20,within a day,100%,0,4,4,1,Bernal Heights,Apartment,Entire home/apt,3,1,1.0,1.0,$108.00 ,30,180,0,0,0,31,10,2012-03-25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,,0,1,1,0,0,3055.0,4+ years,6-12 months
70284,2010-12-28,within an hour,90-99%,0,20,20,0,Chinatown,House,Shared room,1,2.5,1.0,2.0,$30.00 ,30,365,0,0,0,258,13,2011-05-29,92.0,9.0,9.0,9.0,9.0,9.0,10.0,,0,20,0,0,20,3078.0,4+ years,0-2 weeks
70753,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,1,,1.0,1.0,$45.00 ,1,14,8,22,43,43,368,2011-01-30,92.0,10.0,9.0,10.0,10.0,10.0,10.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
71645,2011-01-29,within an hour,100%,1,1,1,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$109.00 ,3,25,10,21,33,243,121,2016-03-03,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001113,0,1,0,1,0,3046.0,2-3 years,0-2 weeks
72365,2011-02-02,within a day,50-89%,0,12,12,1,Western Addition,Apartment,Entire home/apt,8,1,1.0,4.0,$100.00 ,30,365,14,14,14,282,96,2011-03-18,92.0,8.0,8.0,10.0,9.0,10.0,9.0,,0,12,12,0,0,3042.0,4+ years,2-8 weeks
72444,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,2,,1.0,2.0,$45.00 ,1,14,5,13,23,23,367,2011-03-28,94.0,9.0,9.0,10.0,10.0,10.0,9.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
72921,2011-02-02,within a day,50-89%,0,12,12,1,Western Addition,Apartment,Entire home/apt,6,1,1.0,3.0,$95.00 ,30,365,0,0,21,242,52,2011-02-18,89.0,9.0,9.0,10.0,9.0,10.0,9.0,,0,12,12,0,0,3042.0,4+ years,0-2 weeks
73011,2011-02-06,within a few hours,100%,0,1,1,1,South of Market,Apartment,Entire home/apt,2,1,1.0,1.0,$270.00 ,30,40,30,60,90,365,30,2012-06-16,99.0,10.0,10.0,10.0,10.0,8.0,9.0,,0,1,1,0,0,3038.0,4+ years,2-6 months
74451,2011-02-02,within a day,50-89%,0,12,12,1,Western Addition,Apartment,Entire home/apt,4,1,0.0,2.0,$120.00 ,30,365,0,0,0,275,18,2012-01-30,97.0,9.0,9.0,10.0,10.0,10.0,9.0,,0,12,12,0,0,3042.0,4+ years,0-2 weeks
74758,2010-11-30,within an hour,50-89%,0,42,42,1,Excelsior,House,Private room,2,1,1.0,1.0,$45.00 ,30,1125,4,34,64,339,34,2011-03-22,86.0,9.0,8.0,9.0,9.0,8.0,9.0,,0,14,0,14,0,3106.0,4+ years,2-6 months
75422,2010-11-30,within an hour,50-89%,0,42,42,1,Excelsior,House,Private room,2,1,1.0,1.0,$40.00 ,30,1825,0,0,15,290,9,2012-01-31,100.0,9.0,9.0,10.0,10.0,9.0,9.0,,0,14,0,14,0,3106.0,4+ years,2-6 months
77175,2011-02-16,within an hour,100%,1,1,1,1,Glen Park,House,Entire home/apt,2,1,1.0,1.0,$135.00 ,3,31,5,20,28,89,366,2011-04-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000227,0,1,1,0,0,3028.0,4+ years,0-2 weeks
77932,2010-11-30,within an hour,50-89%,0,42,42,1,Excelsior,House,Private room,3,1,1.0,1.0,$57.00 ,30,1825,0,0,20,295,21,2011-12-23,81.0,7.0,8.0,9.0,8.0,8.0,8.0,,0,14,0,14,0,3106.0,4+ years,2-8 weeks
78651,2010-06-12,within an hour,90-99%,0,4,4,1,Mission,Apartment,Private room,1,2,1.0,1.0,$75.00 ,2,360,2,18,18,170,84,2011-06-05,95.0,9.0,9.0,10.0,10.0,10.0,10.0,STR-0000875,1,4,1,3,0,3277.0,4+ years,0-2 weeks
80394,2010-05-17,within an hour,100%,0,1,1,1,Haight Ashbury,Apartment,Entire home/apt,2,1,1.0,1.0,$140.00 ,2,90,2,2,2,3,13,2014-03-01,98.0,10.0,10.0,9.0,9.0,9.0,10.0,City registration pending,0,1,1,0,0,3303.0,4+ years,0-2 weeks
81158,2011-03-13,within an hour,100%,1,1,1,0,Western Addition,Apartment,Entire home/apt,4,1,1.0,2.0,$83.00 ,30,330,3,3,8,251,14,2011-05-04,93.0,10.0,9.0,10.0,10.0,10.0,9.0,,0,1,1,0,0,3003.0,4+ years,2-8 weeks
81256,2010-11-30,within an hour,50-89%,0,42,42,1,Excelsior,House,Private room,3,1,1.0,1.0,$45.00 ,30,1825,0,0,27,302,20,2011-07-18,78.0,8.0,7.0,8.0,9.0,7.0,8.0,,0,14,0,14,0,3106.0,4+ years,2-8 weeks
81535,2011-03-14,within a day,100%,0,1,1,1,Downtown/Civic Center,Other,Entire home/apt,1,1,1.0,1.0,$250.00 ,30,1125,27,57,87,362,14,2013-03-30,97.0,10.0,10.0,10.0,10.0,8.0,9.0,,0,1,1,0,0,3002.0,4+ years,1+ year
82919,2011-03-19,within an hour,100%,0,2,2,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$97.00 ,2,14,9,27,28,28,384,2011-04-11,91.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0000297,1,2,1,1,0,2997.0,4+ years,0-2 weeks
83257,2011-03-21,within a few hours,100%,1,1,1,1,Western Addition,House,Private room,1,1,1.0,1.0,$90.00 ,1,365,2,9,16,264,85,2011-05-23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000187,0,1,0,1,0,2995.0,4+ years,0-2 weeks
83553,2010-05-18,within a few hours,100%,0,35,35,1,Outer Richmond,Apartment,Entire home/apt,2,1,0.0,1.0,$85.00 ,30,290,0,0,5,280,7,2011-09-11,96.0,10.0,9.0,9.0,9.0,9.0,9.0,,0,21,21,0,0,3302.0,4+ years,2-8 weeks
84777,2011-03-25,within an hour,100%,1,2,2,1,Castro/Upper Market,House,Entire home/apt,2,1,0.0,1.0,$85.00 ,4,30,7,15,23,45,234,2011-05-06,95.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000033,0,2,2,0,0,2991.0,4+ years,0-2 weeks
87640,2011-04-02,within a few hours,100%,1,1,1,1,Noe Valley,House,Private room,2,1,1.0,1.0,$115.00 ,2,21,0,0,0,0,344,2011-04-18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000170,0,1,0,1,0,2983.0,4+ years,0-2 weeks
91957,2011-04-09,within a day,100%,0,1,1,1,Haight Ashbury,Apartment,Entire home/apt,6,1.5,2.0,3.0,$201.00 ,30,730,0,0,21,296,95,2011-09-29,95.0,9.0,9.0,10.0,10.0,10.0,9.0,City registration pending,0,1,1,0,0,2976.0,4+ years,2-8 weeks
99094,2011-04-20,within a few hours,100%,0,1,1,1,Mission,Apartment,Entire home/apt,4,1,2.0,2.0,$185.00 ,4,18,0,0,0,0,20,2019-05-05,98.0,10.0,10.0,9.0,10.0,10.0,10.0,STR-0002435,0,1,1,0,0,2965.0,0-6 months,0-2 weeks
102951,2010-12-28,within an hour,90-99%,0,20,20,0,Chinatown,House,Shared room,1,2.5,1.0,1.0,$30.00 ,30,730,0,0,14,289,6,2012-09-11,97.0,10.0,9.0,10.0,9.0,8.0,10.0,,0,20,0,0,20,3078.0,4+ years,0-2 weeks
105497,2011-05-01,within an hour,100%,0,4,4,1,Outer Sunset,House,Private room,1,1,1.0,1.0,$85.00 ,45,730,0,0,14,289,3,2017-09-29,100.0,10.0,10.0,10.0,10.0,9.0,10.0,,0,4,0,4,0,2954.0,1-2 years,6-12 months
106025,2011-01-24,within a few hours,50-89%,1,1,1,1,Downtown/Civic Center,Apartment,Entire home/apt,2,2,2.0,2.0,$145.00 ,30,60,9,39,69,100,60,2011-05-10,99.0,10.0,10.0,10.0,10.0,8.0,10.0,,1,1,1,0,0,3051.0,4+ years,0-2 weeks
109883,2011-05-07,within an hour,100%,1,1,1,1,West of Twin Peaks,House,Entire home/apt,4,1,2.0,2.0,$125.00 ,2,1125,8,27,44,311,335,2011-06-15,94.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0001746,1,1,1,0,0,2948.0,4+ years,0-2 weeks
113211,2011-05-10,within a day,100%,0,7,7,0,Chinatown,House,Shared room,1,2.5,1.0,1.0,$30.00 ,30,730,0,0,1,162,14,2012-08-07,95.0,9.0,8.0,10.0,10.0,10.0,9.0,,0,7,0,0,7,2945.0,4+ years,2-6 months
115242,2011-05-12,within a few hours,50-89%,1,2,2,1,North Beach,Apartment,Entire home/apt,4,1,1.0,2.0,$125.00 ,30,30,2,2,4,74,8,2011-06-10,97.0,10.0,10.0,10.0,10.0,10.0,9.0,,1,1,1,0,0,2943.0,4+ years,0-2 weeks
121065,2011-05-20,within an hour,100%,0,1,1,1,Western Addition,Apartment,Entire home/apt,2,1,1.0,1.0,$200.00 ,30,365,0,0,0,92,36,2012-05-02,99.0,10.0,10.0,10.0,10.0,10.0,9.0,,0,1,1,0,0,2935.0,4+ years,6-12 months
130775,2009-06-17,within a few hours,100%,0,10,10,1,Haight Ashbury,Apartment,Private room,2,4,1.0,1.0,$65.00 ,32,90,0,0,14,289,10,2012-07-17,86.0,8.0,7.0,10.0,9.0,10.0,8.0,,0,9,0,9,0,3637.0,4+ years,6-12 months
130805,2011-05-30,within a few hours,100%,1,1,1,0,Mission,Apartment,Entire home/apt,2,1,1.0,1.0,$97.00 ,30,90,14,14,14,282,85,2011-06-12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,,0,1,1,0,0,2925.0,4+ years,0-2 weeks
132441,2011-06-01,within an hour,100%,1,1,1,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$69.00 ,1,10,14,22,34,110,109,2011-06-19,95.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000445,0,1,0,1,0,2923.0,4+ years,0-2 weeks
134015,2011-06-02,within a few hours,100%,0,1,1,1,Marina,Apartment,Entire home/apt,4,1,2.0,2.0,$275.00 ,4,14,12,12,12,12,69,2011-07-09,97.0,9.0,9.0,10.0,10.0,10.0,9.0,STR-0000169,0,1,1,0,0,2922.0,4+ years,2-8 weeks
134193,2011-06-03,within an hour,100%,0,1,1,1,Inner Richmond,House,Entire home/apt,6,1.5,3.0,3.0,$550.00 ,4,30,0,11,11,11,18,2011-06-19,94.0,10.0,9.0,9.0,10.0,9.0,9.0,STR-0003533,0,1,1,0,0,2921.0,4+ years,6-12 months
137546,2011-06-06,within an hour,100%,1,3,3,1,Bernal Heights,House,Private room,2,1,1.0,1.0,$102.00 ,2,180,0,18,42,132,223,2012-03-18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002266,0,3,1,2,0,2918.0,4+ years,0-2 weeks
138592,2011-05-31,within a day,100%,1,4,4,1,Mission,House,Entire home/apt,8,2,4.0,5.0,"$1,200.00 ",6,1125,17,35,61,90,26,2011-09-05,98.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000079,0,3,3,0,0,2924.0,4+ years,0-2 weeks
138772,2010-10-13,within a few hours,100%,0,1,1,1,Castro/Upper Market,House,Private room,2,1,1.0,1.0,$150.00 ,5,365,2,11,11,194,61,2011-07-11,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000356,0,1,0,1,0,3154.0,4+ years,0-2 weeks
140568,2011-06-09,within an hour,100%,1,3,3,1,Bernal Heights,Apartment,Private room,2,1.5,1.0,1.0,$90.00 ,2,7,6,6,6,6,150,2011-07-14,97.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000126,0,3,1,2,0,2915.0,4+ years,2-6 months
142177,2011-06-02,within a few hours,100%,1,1,1,1,Outer Richmond,Apartment,Entire home/apt,4,1,2.0,2.0,$399.00 ,4,25,1,31,52,83,182,2011-10-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002192,0,1,1,0,0,2922.0,4+ years,0-2 weeks
144043,2011-06-13,within an hour,100%,0,4,4,0,Bernal Heights,House,Private room,2,1,1.0,2.0,$85.00 ,2,14,0,0,0,0,146,2011-06-20,93.0,10.0,9.0,10.0,10.0,9.0,9.0,City registration pending,0,4,2,2,0,2911.0,4+ years,0-2 weeks
147443,2011-06-16,within an hour,100%,0,3,3,1,Diamond Heights,Apartment,Entire home/apt,4,1.5,2.0,4.0,$230.00 ,30,90,0,0,0,266,108,2011-07-02,92.0,10.0,9.0,10.0,10.0,9.0,9.0,STR-0000672,0,2,2,0,0,2908.0,4+ years,2-8 weeks
148559,2011-06-18,,unknown,0,1,1,1,Castro/Upper Market,Apartment,Entire home/apt,6,1,2.0,4.0,$275.00 ,5,21,0,0,0,0,19,2011-07-26,99.0,10.0,9.0,10.0,10.0,10.0,10.0,STR-0000414,0,1,1,0,0,2906.0,4+ years,2-6 months
148769,2011-06-16,within an hour,100%,0,3,3,1,Twin Peaks,Apartment,Entire home/apt,2,1,1.0,2.0,$115.00 ,30,30,0,0,0,0,90,2015-08-03,82.0,8.0,8.0,9.0,9.0,9.0,8.0,STR-0000672,0,2,2,0,0,2908.0,2-3 years,0-2 weeks
150848,2011-06-21,within an hour,100%,1,1,1,0,Potrero Hill,House,Private room,2,1,1.0,1.0,$75.00 ,3,5,0,0,0,112,215,2011-09-06,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000015,0,1,0,1,0,2903.0,4+ years,0-2 weeks
162934,2011-07-04,within an hour,100%,1,2,2,1,Outer Richmond,Apartment,Entire home/apt,2,1,1.0,1.0,$149.00 ,3,180,6,15,24,287,220,2011-07-16,95.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000537,0,2,2,0,0,2890.0,4+ years,0-2 weeks
164207,2011-07-06,within a few hours,100%,1,5,5,1,West of Twin Peaks,House,Private room,2,1,1.0,1.0,$69.00 ,5,26,7,22,44,112,339,2011-07-14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000053,0,3,2,1,0,2888.0,4+ years,0-2 weeks
166771,2011-07-08,within an hour,100%,0,1,1,0,Haight Ashbury,Apartment,Entire home/apt,4,1,1.0,1.0,$185.00 ,30,180,5,28,58,58,152,2011-08-21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,,0,1,1,0,0,2886.0,4+ years,0-2 weeks
174679,2011-07-18,within an hour,100%,1,1,1,0,Mission,Apartment,Private room,2,1,1.0,1.0,$80.00 ,3,14,4,14,29,35,23,2011-08-01,97.0,10.0,9.0,10.0,10.0,10.0,10.0,424425,1,1,0,1,0,2876.0,4+ years,0-2 weeks
175090,2010-05-18,within a few hours,100%,0,35,35,1,Financial District,Apartment,Entire home/apt,2,1,0.0,2.0,$110.00 ,30,1125,5,5,26,301,24,2011-09-02,87.0,9.0,9.0,9.0,10.0,10.0,9.0,,0,21,21,0,0,3302.0,4+ years,6-12 months
175102,2010-05-18,within a few hours,100%,0,35,35,1,Financial District,Apartment,Entire home/apt,2,1,0.0,2.0,$135.00 ,30,1125,9,25,55,330,49,2011-09-01,94.0,10.0,10.0,9.0,10.0,9.0,9.0,,0,21,21,0,0,3302.0,4+ years,2-6 months
179876,2010-07-18,,unknown,0,2,2,1,Mission,House,Private room,1,1,1.0,1.0,$92.00 ,57,120,0,25,55,145,18,2012-01-31,95.0,10.0,10.0,10.0,10.0,9.0,8.0,,0,2,0,2,0,3241.0,4+ years,6-12 months
181407,2011-07-12,within an hour,100%,1,2,2,0,Glen Park,Other,Entire home/apt,2,1,1.0,1.0,$155.00 ,30,90,0,0,26,32,38,2011-10-29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,City registration pending,0,2,2,0,0,2882.0,4+ years,0-2 weeks
183334,2009-05-25,within an hour,100%,1,3,3,1,Bernal Heights,Apartment,Entire home/apt,4,1,2.0,2.0,$225.00 ,14,29,0,0,0,29,6,2011-10-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000557,1,2,1,1,0,3660.0,4+ years,6-12 months
183859,2011-07-28,within an hour,100%,1,1,1,1,Glen Park,Apartment,Entire home/apt,4,1,2.0,2.0,$220.00 ,3,28,2,7,15,245,221,2012-05-29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000017,0,1,1,0,0,2866.0,4+ years,0-2 weeks
187730,2010-06-12,within an hour,90-99%,0,4,4,1,Mission,Apartment,Private room,1,2,1.0,1.0,$75.00 ,3,120,3,19,19,171,120,2011-08-19,96.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0000875,1,4,1,3,0,3277.0,4+ years,0-2 weeks
189068,2011-06-09,within an hour,100%,1,3,3,1,Bernal Heights,Apartment,Private room,2,1.5,1.0,1.0,$90.00 ,2,7,6,6,6,6,167,2011-08-16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000126,0,3,1,2,0,2915.0,4+ years,0-2 weeks
189894,2011-08-03,within a few hours,100%,1,1,1,1,Marina,Apartment,Entire home/apt,2,1,1.0,1.0,$150.00 ,5,60,0,0,0,39,36,2012-09-19,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000065,0,1,1,0,0,2860.0,4+ years,0-2 weeks
191632,2011-05-12,within an hour,100%,1,1,1,1,Haight Ashbury,House,Entire home/apt,2,1,1.0,1.0,$138.00 ,2,14,7,24,33,181,437,2011-08-15,97.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000088,0,1,1,0,0,2943.0,4+ years,0-2 weeks
201313,2011-08-17,within a few hours,100%,0,1,1,0,North Beach,Other,Entire home/apt,2,1,1.0,1.0,$182.00 ,30,730,0,30,60,335,2,2018-05-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,,1,1,1,0,0,2846.0,1-2 years,2-6 months
206566,2010-12-28,within an hour,90-99%,0,20,20,0,Chinatown,House,Shared room,1,2.5,1.0,1.0,$30.00 ,30,730,0,0,21,296,9,2013-09-02,100.0,10.0,9.0,10.0,10.0,10.0,10.0,,0,20,0,0,20,3078.0,4+ years,2-6 months
206634,2010-12-28,within an hour,90-99%,0,20,20,0,Chinatown,House,Shared room,1,2.5,1.0,1.0,$30.00 ,30,365,0,0,21,296,6,2011-12-25,97.0,8.0,9.0,9.0,10.0,10.0,10.0,,0,20,0,0,20,3078.0,4+ years,0-2 weeks
206637,2010-12-28,within an hour,90-99%,0,20,20,0,Chinatown,House,Shared room,1,2.5,1.0,1.0,$30.00 ,30,365,0,11,41,316,3,2013-12-23,80.0,8.0,8.0,10.0,9.0,10.0,8.0,,0,20,0,0,20,3078.0,4+ years,6-12 months
207980,2011-08-26,within an hour,100%,1,1,1,1,Noe Valley,House,Entire home/apt,8,1,3.0,5.0,$295.00 ,2,90,6,11,16,202,355,2011-09-19,96.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000023,1,1,1,0,0,2837.0,4+ years,0-2 weeks
208727,2011-04-19,within an hour,100%,1,8,8,1,Outer Richmond,Apartment,Private room,1,2.5,1.0,1.0,$85.00 ,30,90,0,6,36,126,28,2012-06-27,96.0,10.0,9.0,10.0,10.0,9.0,9.0,,1,2,0,2,0,2966.0,4+ years,2-6 months
208831,2011-08-27,within an hour,100%,1,1,1,1,Russian Hill,House,Entire home/apt,2,1,1.0,1.0,$165.00 ,3,14,1,5,9,63,446,2011-09-26,96.0,10.0,9.0,10.0,10.0,10.0,9.0,STR-0000318,0,1,1,0,0,2836.0,4+ years,0-2 weeks
212265,2011-09-01,within an hour,100%,0,2,2,1,Mission,Apartment,Entire home/apt,4,2,2.0,1.0,$178.00 ,5,90,0,0,0,0,11,2018-11-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,City registration pending,0,1,1,0,0,2831.0,6-12 months,0-2 weeks
213854,2011-09-02,within an hour,100%,0,2,2,1,Castro/Upper Market,Apartment,Entire home/apt,6,2,3.0,3.0,$325.00 ,30,180,14,44,74,164,35,2011-11-13,96.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0002787,0,1,1,0,0,2830.0,4+ years,0-2 weeks
216042,2011-09-05,,unknown,0,1,1,0,Bernal Heights,House,Entire home/apt,2,1,1.0,1.0,$147.00 ,5,14,0,0,0,248,49,2011-09-13,99.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000142,0,1,1,0,0,2827.0,4+ years,2-6 months
216064,2011-07-12,within an hour,100%,1,2,2,1,Outer Mission,House,Private room,2,2,1.0,2.0,$75.00 ,2,30,0,0,0,0,90,2018-05-12,91.0,9.0,8.0,10.0,10.0,8.0,9.0,STR-0003069,0,2,0,2,0,2882.0,1-2 years,0-2 weeks
217106,2011-02-02,within a day,50-89%,0,12,12,1,Haight Ashbury,Apartment,Entire home/apt,4,1,0.0,3.0,$110.00 ,30,365,0,0,14,289,43,2011-10-08,94.0,9.0,8.0,10.0,10.0,10.0,9.0,,0,12,12,0,0,3042.0,4+ years,0-2 weeks
218567,2011-09-08,,unknown,0,1,1,1,Western Addition,Other,Entire home/apt,6,1,1.0,2.0,$200.00 ,30,365,0,0,0,92,88,2011-09-16,96.0,10.0,10.0,9.0,10.0,10.0,10.0,,0,1,1,0,0,2824.0,4+ years,6-12 months
221342,2010-11-12,within a few hours,100%,0,4,4,0,Russian Hill,Apartment,Private room,6,2.5,1.0,1.0,$139.00 ,2,30,4,15,28,28,180,2011-09-17,95.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000265,0,4,1,3,0,3124.0,4+ years,0-2 weeks
224579,2011-09-16,within an hour,100%,1,1,1,1,Mission,House,Entire home/apt,2,1,1.0,1.0,$145.00 ,2,1125,4,4,4,156,83,2011-09-22,98.0,10.0,10.0,10.0,10.0,9.0,10.0,STR-0000649,0,1,1,0,0,2816.0,4+ years,0-2 weeks
225205,2011-09-17,within an hour,100%,0,1,1,1,Mission,Apartment,Private room,2,1,1.0,1.0,$115.00 ,2,21,0,0,0,0,399,2011-09-23,94.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000397,0,1,0,1,0,2815.0,4+ years,0-2 weeks
229240,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,3,,1.0,3.0,$45.00 ,1,14,17,31,55,55,331,2011-09-27,93.0,10.0,9.0,10.0,10.0,10.0,9.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
231129,2011-09-25,within an hour,90-99%,0,5,5,1,Nob Hill,House,Entire home/apt,10,4,4.0,4.0,$989.00 ,2,365,8,20,36,274,60,2012-01-20,88.0,9.0,9.0,9.0,9.0,10.0,9.0,STR-0003058,1,5,1,4,0,2807.0,4+ years,0-2 weeks
231752,2011-06-12,within an hour,100%,1,5,5,1,Noe Valley,Apartment,Entire home/apt,4,1,1.0,2.0,$250.00 ,30,365,9,9,31,211,76,2011-12-04,99.0,10.0,10.0,10.0,10.0,10.0,10.0,,0,1,1,0,0,2912.0,4+ years,2-8 weeks
232060,2011-09-27,,unknown,0,1,1,0,Inner Sunset,House,Entire home/apt,2,1,1.0,2.0,$99.00 ,30,1125,0,0,0,0,113,2012-02-02,98.0,10.0,10.0,10.0,10.0,10.0,9.0,30+ Rental Only,0,1,1,0,0,2805.0,4+ years,6-12 months
238190,2010-11-12,within a few hours,100%,0,4,4,0,Russian Hill,Apartment,Private room,3,2,1.0,2.0,$99.00 ,2,30,10,20,36,36,202,2011-10-17,97.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000265,1,4,1,3,0,3124.0,4+ years,0-2 weeks
238204,2011-10-04,within an hour,100%,1,1,1,1,Parkside,House,Entire home/apt,4,1,1.0,1.0,$135.00 ,3,29,16,42,55,306,190,2011-10-20,94.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0000446,1,1,1,0,0,2798.0,4+ years,0-2 weeks
241235,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,4,0,1.0,4.0,$45.00 ,1,14,21,51,74,74,306,2011-10-16,93.0,10.0,9.0,10.0,10.0,10.0,9.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
242477,2011-10-10,within a day,50-89%,1,3,3,1,Castro/Upper Market,Other,Entire home/apt,5,1,2.0,3.0,$225.00 ,30,365,0,0,0,0,59,2012-01-26,97.0,10.0,10.0,10.0,10.0,10.0,10.0,,0,3,3,0,0,2792.0,4+ years,0-2 weeks
245339,2011-10-06,within an hour,90-99%,1,34,34,0,Downtown/Civic Center,Apartment,Entire home/apt,2,1,1.0,1.0,$138.00 ,30,365,0,0,18,293,8,2014-02-09,90.0,10.0,9.0,9.0,9.0,8.0,8.0,,0,28,28,0,0,2796.0,4+ years,2-6 months
252867,2011-10-24,within a day,100%,0,1,1,1,Potrero Hill,Apartment,Entire home/apt,5,1,3.0,3.0,$280.00 ,6,21,0,7,7,17,21,2012-01-03,98.0,10.0,9.0,10.0,10.0,10.0,10.0,STR-0002998,0,1,1,0,0,2778.0,4+ years,2-8 weeks
256148,2011-10-03,within an hour,100%,1,1,1,1,Castro/Upper Market,Apartment,Private room,2,1,1.0,1.0,$139.00 ,1,10,11,37,67,157,562,2011-11-15,98.0,10.0,10.0,10.0,10.0,10.0,10.0,STR-0001039,1,1,0,1,0,2799.0,4+ years,0-2 weeks
256176,2011-08-16,within an hour,100%,1,1,1,1,Inner Richmond,House,Private room,1,1,1.0,1.0,$100.00 ,2,21,15,26,46,301,287,2011-11-16,97.0,10.0,10.0,10.0,10.0,10.0,9.0,STR-0000058,1,1,0,1,0,2847.0,4+ years,0-2 weeks
258786,2011-06-13,within an hour,100%,0,4,4,0,Bernal Heights,House,Private room,2,1,1.0,1.0,$75.00 ,2,7,0,0,0,0,16,2011-11-16,91.0,10.0,10.0,10.0,10.0,9.0,9.0,PENDING,0,4,2,2,0,2911.0,4+ years,2-8 weeks
258873,2011-11-01,within an hour,100%,0,3,3,0,North Beach,Apartment,Private room,2,1,1.0,1.0,$89.00 ,2,365,3,11,12,250,326,2012-09-14,88.0,9.0,8.0,10.0,10.0,10.0,9.0,STR-0001109,1,2,0,2,0,2770.0,4+ years,0-2 weeks
259621,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,1,,1.0,1.0,$45.00 ,1,14,13,35,61,61,209,2011-11-21,92.0,9.0,9.0,10.0,10.0,10.0,9.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
259622,2010-12-28,within an hour,90-99%,0,20,20,0,Financial District,Other,Shared room,5,,1.0,5.0,$45.00 ,1,14,20,49,75,75,200,2012-02-16,94.0,10.0,10.0,10.0,10.0,10.0,10.0,428539,1,20,0,0,20,3078.0,4+ years,0-2 weeks
259919,2009-09-15,within a few hours,100%,0,43,43,1,Inner Sunset,Apartment,Entire home/apt,2,1,1.0,2.0,$114.00 ,30,365,0,0,0,152,13,2011-12-10,90.0,9.0,9.0,10.0,9.0,9.0,9.0,,0,39,39,0,0,3547.0,4+ years,6-12 months
261358,2011-10-06,within an hour,90-99%,1,34,34,0,Downtown/Civic Center,Apartment,Entire home/apt,2,1,0.0,1.0,$138.00 ,30,1125,0,0,0,0,1,2011-11-23,80.0,10.0,10.0,8.0,10.0,6.0,6.0,,0,28,28,0,0,2796.0,4+ years,1+ year
